"Innleggsdato","Oppdatert","Tittel","Kommune","Epost kontaktperson","Type fordel","Published status","Beskrivelse"
"08/04/2022 - 11:11","15/12/2025 - 13:26","Kuben Arendal","Arendal","Joanna.Sunnset@aama.no","Museum","✔","


kuben_arendal.png

      



 
Kuben i Arendal har gratis inngang for barn under 18 år. 
Ved fremvisning av gyldig kulturkort, får trivselslederne ta med + 1 voksen gratis.
"
"08/04/2022 - 12:38","17/10/2023 - 14:08","Valfjället Skicenter AB","Eidskog","mia@valfjallet.se","Skitrekk","✔","


valfjellet.jpg

      



Kom to og betal for et heiskort.
OBS gjeller samme type heiskort for begge.
Trivselsleder må ta med gyldig kulturkort.
"
"19/04/2022 - 09:29","17/10/2023 - 15:40","Sportsparken Vegsund","Ålesund","post@sportsparkenvegsund.no","Hoppepark","✔","


sportsparken_vegsund.png

      



 
Kom to, betal for en fra mandag til fredag, frem til klokka 16.
Husk å ta med gyldig kulturkort.
"
"20/04/2022 - 13:14","01/10/2025 - 14:40","Glowing Golf Kristiansand","Kristiansand","sergioaq29@gmail.com","Golf","✔","


glowgolf_kristiansand.jpg

      



 
Alle trivselsledere er hjertelig velkommen til Glowing Golf.
Hos oss for dere 20% rabatt på inngangsbilletten.
 
Husk å ta med gyldig og utfylt kulturkort.
"
"20/04/2022 - 13:18","20/04/2022 - 13:18","Glowing Golf Stavanger","Stavanger","sergioaq29@gmail.com","Golf","✔","


glowgolf_stavanger.jpg

      



Alle trivselsledere er hjertelig velkommen til Glowing Golf.
Hos oss for dere 20% rabatt på inngangsbilleten
"
"20/04/2022 - 13:25","01/10/2025 - 14:41","HADO Kristiansand","Kristiansand","sergioaq29@gmail.com","E-sport","✔","


hado_picture.jpeg

      



 
Alle trivselsledere er hjertelig velkommen til HADO.
Hos oss får dere 20% rabatt på inngangsbilletten.
 
Husk å ta med gyldig og utfylt kulturkort.
"
"25/04/2022 - 09:37","23/02/2024 - 09:46","Oslo Klatrepark","Oslo","post@osloklatrepark.no","Klatrepark","✔","


oslo_klatrepark.jpg

      



 
Oslo Klatrepark gir Trivselsleder med gyldig kulturkort 2 for 1 på inngang.
Barn under 12 år skal være i følge med en voksen over 18 år hele tiden. 
"
"25/04/2022 - 10:08","27/10/2023 - 13:59","Neptun Lekeland","Kristiansund","lykkeland.steinkjer@gmail.com","Lekeland","✔","


neptun_lekeland.png

      



 
Gir Trivselsledere 2 og betal for 1. Gjelder på hverdager.
Husk å ta med gyldig kulturkort.
 
"
"26/04/2022 - 15:14","10/10/2023 - 14:46","Skogsprett","Sandnes","linda@skogsprett.no","Klatrepark","✔","


skogsprett.jpg

      



Gir Trivselsleder 50% avslag på kombibillett. Trivselseder betaler kun 200kr
"
"28/04/2022 - 09:19","06/02/2025 - 20:37","Hit Padel Trondheim","Trondheim","hei@hitpadel.no","Padel","✖","


hitpadel.png

      



Gir Trivselsledere 30% på padel før kl 16.00 og etter 22.00 på hverdager, samt før 10.00 på helg  
sende først en e-post med navn og personalia samt at du er Trivselsleder til: hei@hitpadel.no
Så må de opprette bruker i Playtomic og bestille en tid
"
"04/05/2022 - 13:13","23/02/2024 - 09:50","The Viking Planet","Oslo","ramstad@thevikingplanet.com","Opplevelsessenter","✔","


the_viking_planet.jpg

      



 
The Viking Planet gir Trivselsleder gratis inngang om det er med 1 eller flere fullt betalende.
Husk å ta med gyldig og utfylt kulturkort.
"
"04/05/2022 - 14:46","17/10/2023 - 13:59","Prøysenhuset","Ringsaker","marie.beate.rise@ringsaker.kommune.no","Teater","✔","


proysenhuset.jpg

      



Prøysenhuset kan tilby halvpris på teaterforestillingene ""Præstvægen Grand Prix"" og ""Snekker Andersen og julenissen"".
Præstvægen Grand Prix er en familiemusikal basert på Alf Prøysens sanger og tekster. Den passer godt til unge og gamle, og sangene er fengende.
Snekker Andersen og julenissen er basert på kinosukssen med samme navn, og har utgangspunkt i Prøysens fortelling.
Begge forestillingene foregår utendørs.
Alle billetter kjøpes på ticketmaster.no og det er egen rubrikk for å kjøpe rabaterte billetter. Denne heter Trivsel.
Husk og ta med og vis frem gyldig Kulturkortet ved inngang.
"
"06/05/2022 - 12:04","26/10/2023 - 08:25","Mosjøen Kulturhus","Vefsn","kenneth.sottar@vefsn.kommune.no","Kino","✔","


mosjoen_kulturhus.jpg

      



Mosjøen Kulturhus - Kino gir Trivselsleder halv pris på billetten.
Billettene kan kjøpes på nett ved og bruke koden ""Trivsel-24"" eller de kan kjøpes på Kulturhuset i billettluken.
Husk og ta med gyldig og utfylt kulturkort (Må fremvises)
"
"10/05/2022 - 10:47","10/05/2022 - 10:47","Rypetoppen Adventurepark","Meråker","eirik@rypetoppen.no","Klatrepark","✔","


rypetoppen.png

      



Gir Trivselsledere 30% på dagspass til klatreparken ved fremvisning av Kulturkort
(med forbehold om ledig kapasitet i parken)
"
"11/05/2022 - 12:54","03/07/2025 - 13:40","Grip Klatring Trondheim","Trondheim","","Klatring","✔","
Grip Klatring Trondheim gir trivselslederne 20% avslag på ordinær drop-in pris ved fremvisning av gyldig kulturkort.
 
Gjelder på alle Grip klatring sine sentre - Sluppen og Leangen.
 
"
"12/05/2022 - 09:57","11/06/2025 - 14:49","Alpakkavandring ","Lillestrøm","post@alpakkavandring.no","Opplevelse","✔","


alpakkavandring.png

      



Alpakkavandring Sørum og Hurdal gir Trivselsleder gratis inngang ved bestilling for 2 eller flere.
 
Bruk koden ALPAKKATL ved bestilling - og husk å ta med gyldig og utfylt Kulturkort.
(Rabatt på 395 kroner)
"
"12/05/2022 - 09:57","11/06/2025 - 14:49","Alpakkavandring ","Hurdal","post@alpakkavandring.no","Opplevelse","✔","


alpakkavandring.png

      



Alpakkavandring Sørum og Hurdal gir trivselsledere gratis inngang ved bestilling for 2 eller flere.
 
Bruk koden ALPAKKATL ved bestilling - og husk å ta med gyldig og utfylt Kulturkort.
(Rabatt på 395 kroner)
"
"13/05/2022 - 09:08","21/11/2024 - 11:42","Østre Kjærnes Gård sine Alpakka opplevelser","Våler","post@visitvansjo.no","Opplevelsessenter","✔","


ostre_kjaernes_gard.jpg

      



Trivselsleder får gratis deltagelse på alpakkavandring eller alpakkasafari, når det er med 2.stk fult betalende.
Vær med på alpakkavandring i vakre omgivelser. Eller delta på vår alpakkasafari hvor du tilbringer god tid sammen med alpakkaene i alpakkahagen.
Dette er morsomme aktiviteter som passer for hele familien. Hele alpakkaopplevelsen tar ca 90 minutter,
hvor alle over 12 år kan få leie og passe på sin egen alpakka på en guidet tur i den vakre naturen rundt Østre Kjærnes gård i Våler
"
"18/05/2022 - 10:32","18/05/2022 - 10:32","Hit Padel Stjørdal","Stjørdal","hei@hitpadel.no","Padel","✔","
Gir Trivselsledere 30% på padel før kl 16.00 og etter 22.00 på hverdager, samt før 10.00 på helg  
sende først en e-post med navn og personalia samt at du er Trivselsleder til: hei@hitpadel.no
Så må de opprette bruker i Playtomic og bestille en tid
"
"18/05/2022 - 10:44","01/10/2025 - 14:33","Buen Kulturhus","Lindesnes kommune","","Kino","✔","


buen_kulturhus.jpg

      



 
Buen Kulturhus gir Trivselsleder 2 for 1 på kino.
 
Husk å ta med gyldig og utfylt kulturkort.
"
"18/05/2022 - 11:49","18/05/2022 - 12:00","Støren Kulturhus","Midtre Gauldal","knutis@mgk.no","Kino","✔","


storen_kulturhus.png

      



Støren Kulturhus gir 10kr rabatt til Trivselsleder pluss en venn på kinobilletten. 
"
"18/05/2022 - 11:57","18/05/2022 - 11:57","Støren Kulturhus","Melhus","knutis@mgk.no","Kino","✔","
Støren Kulturhus gir 10kr rabatt til Trivselsleder pluss en venn på kinobilletten. 
"
"18/05/2022 - 11:59","18/05/2022 - 11:59","Støren Kulturhus","Rennebu","knutis@mgk.no","Kino","✔","
Støren Kulturhus gir 10kr rabatt til Trivselsleder pluss en venn på kinobilletten. 
"
"23/05/2022 - 11:08","03/07/2025 - 14:29","Norges arktiske universitetsmuseum (tidligere Tromsø Museum)","Tromsø","","Museum","✔","


tmu_logo.png

      



 
 
Gratis inngang for Trivselsleder i lag med 1 voksen alle dager.
Husk å ta med gyldig kulturkort.
 
"
"23/05/2022 - 11:11","21/11/2024 - 13:03","Polarmuseet","Tromsø","karen.marie.christensen@uit.no","Museum","✔","


tmu_logo.png

      



 
 
Gratis inngang for Trivselsleder i lag med 1 voksen.
Husk å ta med gyldig kulturkort.
"
"31/05/2022 - 12:20","18/10/2023 - 15:28","Royal Bowling","Bodø","post@royalbowling.no","Bowling","✔","


royalbowling.png

      



Royal Bowling i Bodø gir Trivselsleder 2 for prisen av 1.
Husk å ta med gyldig kulturkort.
"
"29/06/2022 - 10:14","29/06/2022 - 10:14","Frafjord Sup & Kayak","Gjesdal","frafjordsup@frafjordsup.com","SUP","✔","


frafjord_supkayak.jpg

      



Trivselsleder får 2 for 1 på halv dag med SUP/kajakk (365 kr for 2 personer)
"
"13/09/2022 - 14:45","23/10/2023 - 09:31","Trix Trampolinepark","Bodø","post@trixtrampoline.no","Trampolinepark","✔","


trix_logo_gronn_1.png

      



 
2 for 1 for 60 minutter hopping ved fremvisning av gyldig kulturkort.
"
"20/09/2022 - 11:15","20/06/2025 - 15:16","Kulturbanken","Time","frode@kulturbanken.no","Forestilling","✔","Ved fremvisning av gyldig kulturkort får TL 2 for 1 (50% rabatt for TL og en venn) på alle Kulturbanken sine egne arrangementer og konserter for barn og unge. Samme tilbud vil også gjelde alle kurs/klasser i Kultur-fritidsaktivitetene (danseklasser, dramaklasser, sangundervisning osv).
Gjelder så lenge det er ledige plasser.
 
Kulturbanken arrangementer:Billettbestilling til gjøres via e-post til post@kulturbanken.noSe programmet på www.hvelvetscene.no
 
Kultur-fritidsaktiviteter kurs/klasser:Påmelding til Kultur-fritidsaktivitet gjøres via skjema på www.kulturbanken.no/fritidstilbud/Husk å skrive kommentar dersom du vil benytte deg av TL-rabatten.
 
Ønsker deg en kunstnerisk og kreativ dag!
"
"27/09/2022 - 14:18","19/01/2026 - 14:51","Saltosentralen","Sunnfjord kommune","malgorzata@saltosentralen.no","Trampolinepark","✔","


logo-tekst-alt2.png

      



 
Ved fremvisning av gyldig kulturkort får trivselsledere 20% rabatt på inngangsbilletten. Gjelder kun ved drop in.
"
"04/10/2022 - 09:17","01/10/2025 - 15:00","Sørlandet Klatresenter","Kristiansand","Petter@sorlandetklatresenter.no","Klatring","✔"," 



skjermbilde_2022-10-04_kl._09.15.30.png

      



 
Sørlandet klatresenter gir trivselsledere 2 for 1 på inngang og leie av utstyr, ved fremvisning av gyldig og utfylt kulturkort. Ta med en venn eller et familiemedlem på klatring hos oss!
 
NB! Barn under 13 år skal alltid være i følge med en voksen på klatresenteret. Voksne betaler kun dersom de skal klatre selv. 
"
"04/10/2022 - 09:57","18/12/2024 - 14:50","Høyt Under Taket Tønsberg","Tønsberg","pal@hoytundertaket.no","Klatring","✔"," 
Trivselsledere får 2 for 1 på inngang og leie av utstyr, ved fremvisning av gyldig kulturkort. Ta med en venn eller et familiemedlem på klatring hos oss!
 
NB! Barn under 13 år skal alltid være i følge med en voksen på klatresenteret. Voksne betaler kun dersom de skal klatre selv.
"
"11/10/2022 - 15:18","11/10/2022 - 15:36","Fosenhallen","Ørland","","Gokart, Skøyter, Fotball, curling og ishockey","✔","Ved fremvisning av gyldig kulturkort får man 2 for 1 på inngang til Fosenhallen.
Fosenhallen tilbyr ulike aktiviteter. På sommerhalvåret er det gokart, og på vinterhalvåret er det skøyter, fotball, curling og ishockey.
 



fosenhallen.png

      



 
"
"21/10/2022 - 11:10","21/10/2022 - 11:12","Oppdal Bowling","Oppdal","post@oppdalbowling.no","Bowling","✔","Oppdal Bowling gir gratis leie av sko ved fremvisning av gyldig kulturkort. 
 



skjermbilde_2022-10-21_kl._11.10.09.png

      



"
"24/10/2022 - 09:10","12/11/2024 - 09:19","Svømmehallen på Dombås","Dovre","sissel.owre@dovre.kommune.no","Svømming","✔","
 
Trivselsledere får gratis inngang i svømmehallen på Dombås ved fremvisning av gyldig kulturkort.  
"
"24/10/2022 - 13:09","22/11/2024 - 12:00","Orkland kino","Orkland","hakon.hammer@orkland.kommune.no","Kino","✔","


orkland_kino.png

      



 
Trivselslederne betaler halv pris for kinobillett på alle kinoforestillinger for barn.
 
Bestilling gjøres på nett.
Man kan maks bestille 2 billetter i kategorien ""Trivselsleder"" per bestilling.
 
Gyldig kulturkort må fremvises på kinoen.
PS: Denne avtalen kan benyttes fra og med 8. desember 2024.
 
"
"02/11/2022 - 13:50","03/07/2025 - 13:51","Vest-Lofoten Klatreklubb","Vestvågøy","vestlofoten.klatreklubb@gmail.com","Klatring","✔","


lofoten_klatreklubb.jpeg

      



 
Gratis inngang for TL med én sikrer. Sikrer må være 13 år eller eldre og ha brattkort eller topptaukort. Lån av utstyr er også gratis. 
Husk å ta med gyldig kulturkort.
"
"07/11/2022 - 10:06","06/07/2025 - 09:22","Gravdal Bowlingsenter","Vestvågøy","gravdal.bowlingsenter@gmail.com","Bowling","✔","


bowling.png

      



 
Trivselsledere får to runder bowling til prisen av én runde. Tilbudet gjelder kun ved kjøp og gjennomføring av begge rundene i samme besøk. Prisen for tilbudet er 50 kroner totalt, og inkluderer to runder bowling. Det er ikke mulig å benytte tilbudet for kun én runde. Husk gyldig kulturkort.
"
"22/11/2022 - 12:36","18/10/2023 - 10:03","Tusten skiheiser","Molde","paal@tusten.no","Snowboard / Alpin","✔","


logo_rod.png

      



 
Alle TL'er får 2 kveldskort for prisen av 1 i ukedagene ved fremvisning av et gyldig og personlig kulturkort.
"
"13/02/2023 - 09:50","23/10/2023 - 10:07","Dombås skiheiser","Dovre","Post@trolltun.no","Skitrekk","✔","
 
Trivselsleder får 50% rabatt på dagskort ved fremvisning av gyldig kulturkort. 
"
"13/02/2023 - 09:53","12/11/2024 - 09:16","Dombås kino","Dovre","Post@trolltun.no","Kino","✖"," 
Trivselsleder får 50% rabatt på kinobillett ved fremvisning av gyldig kulturkort. 
"
"27/02/2023 - 14:02","01/03/2023 - 09:18","Skarmoen Alpinpark","Bodø","bjornar.hegreberg@gmail.com","Snowboard / Alpin","✔","


skarmoen_alpinpark.png

      



Trivselsledere får 30% på dagskort ved fremvisning av et personlig og gyldig kulturkort. 
"
"01/03/2023 - 15:08","12/09/2024 - 22:00","Stjørdal svømmehall","Stjørdal","John.Fornes@stjordal.kommune.no","Svømmehall","✔","


stjordal_svommehall.png

      



 
Trivselslederne får gratis inngang i Stjørdal svømmehall ved fremvisning av gyldig kulturkort.
"
"02/03/2023 - 17:02","02/03/2023 - 17:04","Forbord Paintball Park","Stjørdal","paintball@brekken.no","Paintball","✔","


forbord_paintball_park.png

      



Trivselslederne får halv pris på Forbord Paintball Park ved fremvisning av gyldig kulturkort. Betaling gjøres på stedet.
Alle som skal spille paintball, må signere kontrakt før spill, og alle under 18 år må ha signatur fra foresatte. Kontrakt med sikkerhetsregler finnes på nettsiden under ""Sikkerhet"", og må tas med. 
Anbefalt nedre aldersgrense er 13 år (7.trinn).
"
"08/03/2023 - 12:27","02/09/2024 - 16:24","Norsk Bergverksmuseum","Kongsberg","stu@bvm.no","Museum","✔","


unnamed.jpg

      



 
2-for-1 inngang til Museet i Smeltehytta.
Tilbudet gjelder for 4. – 10. klasse.
Trivselslederen med kulturkort får med seg en jevngammel inn på museet. Betaler kun for en.  Fremvisning av gyldig trivselskort kreves.
"
"14/03/2023 - 13:23","21/11/2024 - 10:40","Jessheimbadet","Ullensaker","tlg@ullensaker.kommune.no","Svømmehall","✔","


skjermbilde_2023-03-14_kl._13.19.33.png

      



Trivselsledere får 2 inngangsbilletter til prisen av 1 på tirsdager ved fremvisning av et personlig og gyldig kulturkort. Den billigste billetten er gratis. De som er 11 år og yngre må ha meg seg en svømmedyktig, badende voksen (18+). Tilbudet gjelder ikke i skoleferier eller helligdager.
"
"21/04/2023 - 10:47","21/11/2024 - 11:00","Bølgen bad og aktivitetssenter","Frogn","anita.grondahl@bolgenbad.no","Bading","✔","Trivselsleder med gyldig kulturkort får 2 for 1 på bading når de har med seg en venn. Og 50% rabatt dersom de kommer alene. Barn under 12 år MÅ ha med en svømmedyktig voksen.
 


logo_bolgen_m_badebyen_bredde_turkis_og_gul.png

      



"
"20/09/2023 - 16:02","21/09/2023 - 16:42","Trondheim Private Musikkskole TPM","Trondheim","kontakt@trondheimmusikkskole.no","Musikkskole","✔","


tpm.png

      



 
Ved fremvisning av gyldig kulturkort, får trivselslederne 50% avslag på gitarkurs for nybegynnere.
 
"
"04/10/2023 - 10:43","04/10/2023 - 10:43","Kvik Halden","Halden","haris@kvikhalden.no","Fotball","✔","Trivselsledere får gratis sesongkort til alle hjemmekamper i Kvik Halden-appen.
Send bildet at kulturkortet til Haris Juklo - haris@kvikhalden.no
"
"04/10/2023 - 13:26","04/10/2023 - 13:27","Halden topphåndball","Halden","leder@haldentopp.no","Håndball","✔","Ved fremvisning av gyldig kulturkort får trivselslederen gratis inngang på hjemmekamper og adgang til VIP området, hvor det kan være mulig å møte spillere og trener.
 

"
"13/10/2023 - 13:23","18/11/2024 - 14:12","Sandnes ","Sandnes","Gry.Ostratt.Saedberg@sandnes-kulturhus.no","Kino","✔","


skjermbilde_2023-10-13_kl._13.20.29.png

      



Trivselsledere (under 15 år) får 50 % rabatt på barnekino som gjennomføres annenhver lørdag.
Billetter kjøpes i billettluken og gyldig kulturkort må fremvises.
"
"17/10/2023 - 10:30","30/04/2025 - 10:43","Lucky Bowl","Bergen","","Bowling","✔","


lucky_bowl.jpeg

      



 
Kjøp 2 serier - få spill så mye du vil!
Gjelder ved drop-in og ved ledig kapasitet.
 
Husk å ta med gyldig kulturkort.
"
"17/10/2023 - 10:34","30/04/2025 - 10:42","Lucky Bowl","Sandnes","","Bowling","✔","


lucky_bowl.jpeg

      



 
Kjøp 2 serier - få spill så mye du vil!
Gjelder ved drop-in og ved ledig kapasitet.
 
Location: Hana Sanz, Hanaveien 17, 4327 Sandnes.
 
Husk å ta med gyldig kulturkort.
"
"17/10/2023 - 10:35","30/04/2025 - 10:23","Lucky Bowl","Stavanger","","Bowling","✔","


lucky_bowl.jpeg

      



 
Kjøp 2 serier - få spill så mye du vil!
Gjelder ved drop-in og ved ledig kapasitet.
 
Gjelder både Lucky Bowl Mariero, Stavanger Lounge og Åsen.
 
Husk å ta med gyldig kulturkort.
"
"17/10/2023 - 10:36","30/04/2025 - 10:36","Lucky Bowl","Asker","","Bowling","✔","


lucky_bowl.jpeg

      



 
Kjøp 2 serier - få spill så mye du vil!
Gjelder ved drop-in og ved ledig kapasitet.
 
Location: Holmen, Vogellund 6, 1394 Nesbru.
 
Husk å ta med gyldig kulturkort.
"
"17/10/2023 - 10:38","30/04/2025 - 10:38","Lucky Bowl","Halden","","Bowling","✔","


lucky_bowl.jpeg

      



Kjøp 2 serier - få spill så mye du vil!
Gjelder ved drop-in og ved ledig kapasitet.
 
Husk å ta med gyldig kulturkort.
"
"17/10/2023 - 10:41","30/04/2025 - 10:45","Lucky Bowl","Horten","","Bowling","✔","


lucky_bowl.jpeg

      



 
Kjøp 2 serier - få spill så mye du vil!
Gjelder ved drop-in og ved ledig kapasitet.
 
Location: Borreveien 42, 3186 Horten.
 
Husk å ta med gyldig kulturkort.
"
"17/10/2023 - 10:43","30/04/2025 - 10:35","Lucky Bowl","Lørenskog","","Bowling","✔","


lucky_bowl.jpeg

      



 
Kjøp 2 serier - få spill så mye du vil!
Gjelder ved drop-in og ved ledig kapasitet.
 
Husk å ta med gyldig kulturkort.
"
"17/10/2023 - 10:44","30/04/2025 - 10:43","Lucky Bowl","Oslo","","Bowling","✔","


lucky_bowl.jpeg

      



 
Kjøp 2 serier - få spill så mye du vil!
Gjelder ved drop-in og ved ledig kapasitet.
 
Location: Veitveitveien 8, 0596 Oslo.
 
Husk å ta med gyldig kulturkort.
"
"17/10/2023 - 10:47","30/04/2025 - 10:38","Lucky Bowl","Kristiansand","","Bowling","✔","


lucky_bowl.jpeg

      



 
Kjøp 2 serier - få spill så mye du vil!
Gjelder ved drop-in og ved ledig kapasitet.
 
Location:
- Kongsgård Alle 53, 4632 Kristiansand
- Kartheia 5, 4626 Kristiansand
 
Husk å ta med gyldig kulturkort.
"
"17/10/2023 - 15:33","17/10/2023 - 15:40","Førde klatresenter","Sunnfjord kommune","post@fordeklatresenter.no","Klatring","✔","


skjermbilde_2023-10-17_kl._15.32.51.png

      



 
Trivselsledere får inkludert utstyr når de kjøper drop-in på Førde klatresenter.
"
"17/10/2023 - 15:39","17/10/2023 - 15:39","Jølster skisenter","Sunnfjord kommune","vegard@jolsterskisenter.no","Skitrekk","✔","


jolster_ski.png

      



 
Trivselsledere får halv pris på dagskort og kveldskort mot fremvisning av gyldig kulturkort.
"
"18/10/2023 - 10:50","18/10/2023 - 10:57","Tranberghallen svømmehall","Gjøvik","pk@fjellhallen.no","Svømming","✔","
 
Trivselsledere får gratis inngang på publikumsbading i Tranberghallen svømmehall, ved fremvisning av gyldig kulturkort.
"
"18/10/2023 - 10:56","18/10/2023 - 10:56","Gjøvik Hockey","Gjøvik","pk@fjellhallen.no","Ishockey","✔","
 
Trivselsledere får gratis inngang på Gjøvik Hockey sine hjemmekamper, ved fremvisning av gyldig kulturkort i billettluken og ledig kapasitet.
"
"19/10/2023 - 12:00","19/10/2023 - 12:00","Klatregruppa IL Trio","Kvinnherad","herborg.sjo@il-trio.no","Klatring","✔","


il_trio.jpg

      



 
Trivselsledere får gratis leie av utstyr.
"
"23/10/2023 - 13:56","21/11/2024 - 13:12","Klatring på grensen","Halden","randi@klatringpagrensen.no","Klatrepark","✔","
 
Ved bruk av rabattkoden ""Trivselsleder"" får man 20% avslag på dagsbillett ved booking av sele, rabatten gjelder kun for eleven som er TL. Rabatten gjelder ved betaling på nett. Husk å ta med gyldig kulturkort for fremvisning når du henter ut klatreselen.
"
"26/10/2023 - 09:49","30/10/2023 - 09:20","Gjøvik Kino & Scene","Gjøvik","morten.raddum@gjovik.kommune.no","Kino","✔","
 
Trivselsledere får kinobillett til seg selv og en klassekammerat/venn/familiemedlem til 90 kroner per billett (maks. 2 billetter per TL med kulturkort). Billettene kan kun kjøpet fysisk i billettluken og gyldig kulturkort må fremvises.
"
"26/10/2023 - 11:09","30/10/2023 - 09:23","Via Feratta Haldenkanalen","Halden","inger@viaferratahaldenkanalen.no","Klatrepark","✔","
 
Trivselsledere og en klassekamerat/venn/søsken kan klatre via feratta 2 for prisen av 1.
Benytt rabattkoden ""TrivselslederHalden24"" ved booking.
Husk å ta med gyldig kulturkort for fremvisning før man får klatre!
Husk å sjekk klatrereglene før bestilling. Man må være minst 40kg og 10 år for å klatre og barn under 12 år må ha med seg en voksen.
"
"27/10/2023 - 12:24","30/09/2025 - 13:15","Molde Klatresenter","Molde","post@moldeveggen.no","Klatring","✔","
 
TL og en venn (under 16år) kan klatre 2 for prisen av 1 (100 kr. inngang for 2 stykker). Husk å ta med gyldig kulturkort for fremvisning. 
"
"30/10/2023 - 11:34","01/10/2025 - 14:34","Bulder lekeland","Arendal","amalie-vt@outlook.com","Lekeland","✔","


bulder_lekeland.gif

      



 
Bulder lekeland gir trivselsledere 20% avslag på dagskort. 
 
Husk å ta med gyldig og utfylt kulturkort.
"
"01/11/2023 - 10:44","21/11/2024 - 13:11","Comet Ishockey Halden","Halden","thorbjorn.danielsen@cometelite.no","Ishockey","✔","
 
Gratis sesongkort for Trivselsledere på hjemmekamper, ved ledig kapasitet.
For å få billett må man laste ned Cometappen, for så å sende telefunnummer og bilde av kulturkortet til marked@cometelite.no.
Dette må man gjøre senest klokka 12.00 samme dag som kampen man ønsker å gå på.
"
"06/11/2023 - 12:28","30/09/2025 - 12:57","Vitensenteret innlandet","Gjøvik","post@vitensenteret.no","Vitensenter","✖","
 
I 2024 får trivselsleder og en venn/familiemedlem får 2 for 1 på inngangsbillett, ved fremvisning av gyldig kulturkort.
"
"06/11/2023 - 12:56","02/09/2024 - 16:22","Fagerfjell skisenter","Kongsberg","skisenter@fagerfjell.no","Skitrekk","✔","
 
Trivselsledere får 50% på alle typer heiskort, ved fremvisning av gyldig kulturkort.
"
"07/11/2023 - 07:32","30/09/2025 - 13:14","We Escape","Molde","contact@weescape.no","Escape room","✔","
 
Trivselsledere får 50% på alle escape room, ved fremvisning av gyldig kulturkort.
Rabatten gjelder kun for personen med kulturkort, de andre betaler vanlig pris per person.
"
"07/11/2023 - 07:53","12/09/2025 - 09:41","Vikersund hoppsenter Zipline","Modum","","Opplevelse","✖"," 
 
Trivselsledere får en gratis Zipline tur, tilbudet kan kun benyttes EN gang per. TL. For å få billett må man ta kontakt med Tone Kristiansen på mail, tone@vikersund.no, og avtale dato. Husk å legge ved bilde av gyldig kulturkort i mailen. Åpningstidene ser dere på nettsiden.
"
"07/11/2023 - 15:11","12/09/2024 - 21:48","Oppsal Basket","Oslo","ylva.axelsen@oppsalbasket.no","Basketball","✖","
 
Gratis inngang på hjemmekamper ut sesongen (mars 2024), ved fremvisning av gyldig kulturkort.
"
"08/11/2023 - 09:57","20/11/2024 - 11:19","Tønsberg svømmehall","Tønsberg","eli.birkeland@tonsberg.kommune.no","Svømmehall","✔","


tonsberg_svommehall.jpg

      



 
Tønsberg svømmehall gir trivselslederne gratis inngang ved fremvisning av gyldig kulturkort.
"
"09/11/2023 - 12:38","06/01/2026 - 14:37","Marikollen Skisenter","Rælingen","info@marikollen.no","Skitrekk","✔","
 
Trivselsledere får 2 for 1 på kjøp av heiskort! Trivselsledere får gratis heiskort med kjøp av et heiskort til voksen eller barn/ungdom til ordinær pris. Tilbudet gjelder kun på dags- og kveldskort og heiskort må kjøpes i utsalget til bakken.
Husk å ta med gyldig kulturkort som vises i billettluka.
Mer info om Marikollen Skisenter og åpningstider finner dere her Marikollen Skisenter.  Velkommen!
"
"13/11/2023 - 07:43","12/09/2024 - 21:40","DuVerden Sjøfartsmuseum og Vitensenter","Porsgrunn","booking@du-verden.no","Vitensenter","✔","


duverden_logo.png

      



 
Trivselsledere og en klassekammerat/venn/søsken får 2 for 1 på inngangsbillett, ved fremvisning av gyldig kulturkort.
"
"13/11/2023 - 07:58","13/11/2023 - 08:36","Ekeberg Minigolf Park","Oslo","post@minigolf.no","Golf","✔","
 
Trivselsledere kan spille minigolf for 50 kroner per runde, ved fremvisning av gyldig kulturkort.
"
"13/11/2023 - 08:28","21/11/2023 - 08:47","ViteMeir","Sogndal kommune","hbb@vitemeir.no","Vitensenter","✔","
 
Trivselsleiar og ein klassekamerat/venn/søsken får 2 for 1 på inngangsbillett til vitensenteret, ved framvisning av gyldig kulturkort.
"
"14/11/2023 - 15:06","02/01/2024 - 11:35","Andenes svømmehall Andøya","Andøya","sindre.wolf@andoy.kommune.no","Svømmehall","✔","
 
Trivselsledere får gratis inngang i svømmehallen, ved fremvisning av gyldig kulturkort.
"
"15/11/2023 - 15:20","21/11/2024 - 13:05","Berlevåg kino","Berlevåg","trond.efraimsen@berlevag.kommune.no","Kino","✔","
 
Trivselsledere får 20 kroner avslag på kinobillett, ved fremvisning av gyldig kulturkort.
"
"15/11/2023 - 15:34","12/09/2024 - 21:38","The Escape room Tønsberg","Tønsberg","post@theescaperoom.no","Escape room","✔"," 
Trivselsledere får ved bruk av rabattkoden ""Trivselsleder"" 20% avslag på escape room. Gruppen bør bestå av 4-10 personer og rabatten gjelder for hele gruppen.
Husk å ta med gyldig kulturkort for fremvisning.
"
"27/11/2023 - 09:49","27/11/2023 - 09:49","Østgaardskogen Discgolf","Halden","ostgaardskogen@gmail.com","Discgolf","✔","
 
Alle barne- og ungdomsskole elever spiller gratis ut Januar 2024. Trivselsledere får halvpris på dagskort på banen ved å velge ""Trivselsleder(ungdom)"" i vipps.
Husk å ta med gyldig kulturkort.
"
