"Innleggsdato","Oppdatert","Tittel","Kommune","Epost kontaktperson","Type fordel","Published status","",""
"17/12/2021 - 08:31","01/10/2025 - 14:37","Escape Room Kristiansand","Kristiansand","contact@escapekristiansand.no","Escape room","✔","rediger","slett"
"17/12/2021 - 10:50","05/08/2025 - 13:13","Reality Adventures Escape Room","Trondheim","post@realityadventures.no","Escape room","✖","rediger","slett"
"03/01/2022 - 11:04","03/01/2022 - 11:04","Cageball Sluppen","Trondheim","sluppen@3t.no","Fotball","✔","rediger","slett"
"03/01/2022 - 11:09","03/01/2022 - 12:05","Cageball Rosten","Trondheim","sluppen@3t.no","Fotball","✔","rediger","slett"
"07/01/2022 - 09:42","17/10/2023 - 14:24","Outdoor Finnskogen","Kongsvinger","post@outdoorfinnskogen.com","Opplevelsessenter","✔","rediger","slett"
"10/01/2022 - 09:46","23/06/2025 - 12:43","Beitostølen Aktiv & Skiskole","Øystre Slidre","kontor@beito-aktiv.com","Aktivitetssenter","✔","rediger","slett"
"11/01/2022 - 13:12","11/06/2025 - 14:56","Alta Museum – Verdensarvsenter for bergkunst","Alta","anta@altamuseum.no","Museum","✔","rediger","slett"
"12/01/2022 - 09:07","16/11/2022 - 08:26","Bybadet","Ålesund","lasse@bybadet.no","Bading","✖","rediger","slett"
"12/01/2022 - 14:28","01/10/2025 - 14:42","Klatreskogen","Evje","post@mineralparken.no","Klatrepark","✔","rediger","slett"
"14/01/2022 - 09:07","01/10/2025 - 14:32","Adventure Norway","Lindesnes kommune","info@adventurenorway.net","Aktivitetssenter","✔","rediger","slett"
"14/01/2022 - 10:08","30/09/2024 - 08:18","The Escape Games","Oslo","liza.ilchyshyn@gmail.com","Escape room","✔","rediger","slett"
"18/01/2022 - 08:10","18/05/2022 - 09:45","HiNorth!","Vefsn","post@naturligehelgeland.no","Aktivitetssenter","✔","rediger","slett"
"24/01/2022 - 09:58","03/07/2025 - 12:19","Forus Travskole","Stavanger","","Riding","✖","rediger","slett"
"25/01/2022 - 10:27","07/04/2026 - 16:01","Sjusjøen Skisenter","Ringsaker","post@sjusjoen-skisenter.no","Skitrekk","✖","rediger","slett"
"25/01/2022 - 12:06","14/03/2024 - 10:18","Kingdom of Escape Rooms","Oslo","eugen@kingdomrooms.no","Escape room","✔","rediger","slett"
"26/01/2022 - 10:33","25/06/2024 - 09:14","NIA Norsk Industriarbeidermuseum","Tinn","h.widvey@nia.no","Museum","✔","rediger","slett"
"26/01/2022 - 10:40","25/06/2024 - 09:18","NIA Norsk industriarbeidermuseum","Notodden","h.widvey@nia.no","Museum","✔","rediger","slett"
"26/01/2022 - 10:45","25/06/2024 - 09:18","NIA Norsk industriarbeidermuseum","Vinje","h.widvey@nia.no","Museum","✔","rediger","slett"
"26/01/2022 - 10:49","11/06/2025 - 11:36","NIA Norsk industriarbeidermuseum ","Hjartdal","h.widvey@nia.no","Museum","✔","rediger","slett"
"27/01/2022 - 10:07","25/01/2023 - 13:16","Åsane Arena","Bergen","trond@asanearena.no","Skøyter","✔","rediger","slett"
"27/01/2022 - 11:03","20/11/2024 - 11:10","Buggegården","Horten","hanneli@buggegarden.no","Besøksgård","✔","rediger","slett"
"27/01/2022 - 12:44","11/06/2025 - 11:31","Badeparken Langesund","Bamble","hansen.egil@choice.no","Bading","✔","rediger","slett"
"28/01/2022 - 08:08","21/11/2024 - 11:01","Losby Besøksgård","Lørenskog","beate.opgaard@nitor.no","Besøksgård","✔","rediger","slett"
"04/02/2022 - 11:19","04/07/2025 - 08:46","Liv & Røre Moa","Ålesund","","Bowling","✔","rediger","slett"
"11/02/2022 - 09:56","18/10/2023 - 15:10","Høyt & Lavt Krokstrand","Rana","olav@hoytlavt.no","Klatrepark","✔","rediger","slett"
"11/02/2022 - 09:58","02/09/2024 - 16:27","Høyt & Lavt Modum","Modum","olav@hoytlavt.no","Klatrepark","✔","rediger","slett"
"11/02/2022 - 10:06","20/11/2024 - 10:00","Høyt & Lavt Sirdal","Sirdal","olav@hoytlavt.no","Klatrepark","✔","rediger","slett"
"11/02/2022 - 10:12","02/07/2025 - 14:55","Høyt & Lavt Trysil","Trysil","olav@hoytlavt.no","Klatrepark","✖","rediger","slett"
"11/02/2022 - 10:21","22/11/2024 - 15:50","Høyt & Lavt Vestfold","Larvik","olav@hoytlavt.no","Klatrepark","✔","rediger","slett"
"11/02/2022 - 10:23","17/10/2023 - 14:15","Høyt & Lavt Bjorli","Lesja","olav@hoytlavt.no","Klatrepark","✔","rediger","slett"
"11/02/2022 - 10:27","30/09/2025 - 13:14","Høyt & Lavt Molde","Molde","olav@hoytlavt.no","Klatrepark","✔","rediger","slett"
"11/02/2022 - 10:30","12/11/2024 - 13:01","Høyt & Lavt Valsøya","Heim","olav@hoytlavt.no","Klatrepark","✔","rediger","slett"
"11/02/2022 - 12:34","30/11/2023 - 13:25","Vålerenga Fotball Elite","Oslo","anita@vif.no","Fotball","✖","rediger","slett"
"11/02/2022 - 12:37","23/02/2024 - 09:53","Vålerenga  Rekrutt","Oslo","anita@vif.no","Fotball","✔","rediger","slett"
"15/02/2022 - 12:03","04/03/2025 - 09:10","Bergen klatresenter Fana ","Bergen","kursfana@bergenklatresenter.no","Klatring","✔","rediger","slett"
"04/03/2022 - 16:23","21/11/2024 - 11:35","Ringkollen Skisenter","Ringerike","Pelle@gangeskar.com","Skitrekk","✔","rediger","slett"
"18/03/2022 - 10:32","04/07/2025 - 08:40","Bjørkebadet","Aurskog-Høland","","Bading","✔","rediger","slett"
"18/03/2022 - 12:35","17/10/2023 - 12:21","Høyt & Vilt","Åseral","post@hoytogvilt.no","Opplevelse","✖","rediger","slett"
"18/03/2022 - 12:49","16/12/2025 - 11:09","Skien Fritidspark","Skien","HildeKristine.Rosenvold@skienfritidspark.no","Aktivitetssenter","✔","rediger","slett"
"23/03/2022 - 11:21","23/03/2022 - 11:21","Vitensenteret i Nordland","Rana","georg.enga@vitensenternordland.no","Opplevelsessenter","✔","rediger","slett"
"23/03/2022 - 13:13","08/04/2022 - 12:29","Sokndal Kino","Sokndal","geo@sokndal.kommune.no","Kino","✔","rediger","slett"
"23/03/2022 - 13:18","10/10/2023 - 14:52","Sokndal Svømmehall","Sokndal","geo@sokndal.kommune.no","Svømmehall","✔","rediger","slett"
"24/03/2022 - 12:03","02/09/2024 - 16:20","Klatreverket","Drammen","drammen@klatreverket.no","Klatring","✔","rediger","slett"
"29/03/2022 - 09:10","29/03/2022 - 09:11","Fun Center Kvadrat","Sandnes","booking@funcenter.no","Aktivitetssenter","✔","rediger","slett"
"29/03/2022 - 09:28","04/07/2025 - 10:13","Alta IF Håndball","Alta","","Håndball","✔","rediger","slett"
"29/03/2022 - 09:45","23/06/2025 - 08:34","Vadsø Kino","Vadsø","Beathe.Harila@vadso.kommune.no","Kino","✔","rediger","slett"
"30/03/2022 - 11:56","21/11/2024 - 12:59","Folkebadet Finnsnes","Senja kommune","thomas.ludvigsen@senja.kommune.no","Svømmehall","✔","rediger","slett"
"31/03/2022 - 09:42","17/10/2023 - 14:12","Storhamar Håndball Elite","Hamar","dagligleder@storhamarelite.no","Håndball","✔","rediger","slett"
"06/04/2022 - 09:00","11/06/2025 - 14:20","Aalesunds Fotballklubb","Ålesund","ann.kristin.aarones@aafk.no","Fotball","✔","rediger","slett"
"06/04/2022 - 09:32","03/07/2025 - 15:20","Teater Innlandet","Hamar","","Teater","✔","rediger","slett"
"06/04/2022 - 11:09","24/10/2023 - 09:18","Skyland Gjøvik","Gjøvik","gjovik@skyland.no","Trampolinepark","✔","rediger","slett"
"08/04/2022 - 11:11","15/12/2025 - 13:26","Kuben Arendal","Arendal","Joanna.Sunnset@aama.no","Museum","✔","rediger","slett"
"08/04/2022 - 12:38","17/10/2023 - 14:08","Valfjället Skicenter AB","Eidskog","mia@valfjallet.se","Skitrekk","✔","rediger","slett"
"19/04/2022 - 09:29","17/10/2023 - 15:40","Sportsparken Vegsund","Ålesund","post@sportsparkenvegsund.no","Hoppepark","✔","rediger","slett"
"20/04/2022 - 13:14","01/10/2025 - 14:40","Glowing Golf Kristiansand","Kristiansand","sergioaq29@gmail.com","Golf","✔","rediger","slett"
"20/04/2022 - 13:18","20/04/2022 - 13:18","Glowing Golf Stavanger","Stavanger","sergioaq29@gmail.com","Golf","✔","rediger","slett"
"20/04/2022 - 13:25","01/10/2025 - 14:41","HADO Kristiansand","Kristiansand","sergioaq29@gmail.com","E-sport","✔","rediger","slett"
"25/04/2022 - 09:37","23/02/2024 - 09:46","Oslo Klatrepark","Oslo","post@osloklatrepark.no","Klatrepark","✔","rediger","slett"
"25/04/2022 - 10:08","27/10/2023 - 13:59","Neptun Lekeland","Kristiansund","lykkeland.steinkjer@gmail.com","Lekeland","✔","rediger","slett"
"26/04/2022 - 15:14","10/10/2023 - 14:46","Skogsprett","Sandnes","linda@skogsprett.no","Klatrepark","✔","rediger","slett"
"28/04/2022 - 09:19","06/02/2025 - 20:37","Hit Padel Trondheim","Trondheim","hei@hitpadel.no","Padel","✖","rediger","slett"
"04/05/2022 - 13:13","23/02/2024 - 09:50","The Viking Planet","Oslo","ramstad@thevikingplanet.com","Opplevelsessenter","✔","rediger","slett"
"04/05/2022 - 14:46","17/10/2023 - 13:59","Prøysenhuset","Ringsaker","marie.beate.rise@ringsaker.kommune.no","Teater","✔","rediger","slett"
"06/05/2022 - 12:04","26/10/2023 - 08:25","Mosjøen Kulturhus","Vefsn","kenneth.sottar@vefsn.kommune.no","Kino","✔","rediger","slett"
"10/05/2022 - 10:47","10/05/2022 - 10:47","Rypetoppen Adventurepark","Meråker","eirik@rypetoppen.no","Klatrepark","✔","rediger","slett"
"11/05/2022 - 12:54","03/07/2025 - 13:40","Grip Klatring Trondheim","Trondheim","","Klatring","✔","rediger","slett"
"12/05/2022 - 09:57","11/06/2025 - 14:49","Alpakkavandring ","Lillestrøm","post@alpakkavandring.no","Opplevelse","✔","rediger","slett"
"12/05/2022 - 09:57","11/06/2025 - 14:49","Alpakkavandring ","Hurdal","post@alpakkavandring.no","Opplevelse","✔","rediger","slett"
"13/05/2022 - 09:08","21/11/2024 - 11:42","Østre Kjærnes Gård sine Alpakka opplevelser","Våler","post@visitvansjo.no","Opplevelsessenter","✔","rediger","slett"
"18/05/2022 - 10:32","18/05/2022 - 10:32","Hit Padel Stjørdal","Stjørdal","hei@hitpadel.no","Padel","✔","rediger","slett"
"18/05/2022 - 10:44","01/10/2025 - 14:33","Buen Kulturhus","Lindesnes kommune","","Kino","✔","rediger","slett"
"18/05/2022 - 11:49","18/05/2022 - 12:00","Støren Kulturhus","Midtre Gauldal","knutis@mgk.no","Kino","✔","rediger","slett"
"18/05/2022 - 11:57","18/05/2022 - 11:57","Støren Kulturhus","Melhus","knutis@mgk.no","Kino","✔","rediger","slett"
"18/05/2022 - 11:59","18/05/2022 - 11:59","Støren Kulturhus","Rennebu","knutis@mgk.no","Kino","✔","rediger","slett"
"23/05/2022 - 11:08","03/07/2025 - 14:29","Norges arktiske universitetsmuseum (tidligere Tromsø Museum)","Tromsø","","Museum","✔","rediger","slett"
"23/05/2022 - 11:11","21/11/2024 - 13:03","Polarmuseet","Tromsø","karen.marie.christensen@uit.no","Museum","✔","rediger","slett"
"31/05/2022 - 12:20","18/10/2023 - 15:28","Royal Bowling","Bodø","post@royalbowling.no","Bowling","✔","rediger","slett"
"29/06/2022 - 10:14","29/06/2022 - 10:14","Frafjord Sup & Kayak","Gjesdal","frafjordsup@frafjordsup.com","SUP","✔","rediger","slett"
"13/09/2022 - 14:45","23/10/2023 - 09:31","Trix Trampolinepark","Bodø","post@trixtrampoline.no","Trampolinepark","✔","rediger","slett"
"20/09/2022 - 11:15","20/06/2025 - 15:16","Kulturbanken","Time","frode@kulturbanken.no","Forestilling","✔","rediger","slett"
"27/09/2022 - 14:18","19/01/2026 - 14:51","Saltosentralen","Sunnfjord kommune","malgorzata@saltosentralen.no","Trampolinepark","✔","rediger","slett"
"04/10/2022 - 09:17","01/10/2025 - 15:00","Sørlandet Klatresenter","Kristiansand","Petter@sorlandetklatresenter.no","Klatring","✔","rediger","slett"
"04/10/2022 - 09:57","18/12/2024 - 14:50","Høyt Under Taket Tønsberg","Tønsberg","pal@hoytundertaket.no","Klatring","✔","rediger","slett"
"11/10/2022 - 15:18","11/10/2022 - 15:36","Fosenhallen","Ørland","","Gokart, Skøyter, Fotball, curling og ishockey","✔","rediger","slett"
"21/10/2022 - 11:10","21/10/2022 - 11:12","Oppdal Bowling","Oppdal","post@oppdalbowling.no","Bowling","✔","rediger","slett"
"24/10/2022 - 09:10","12/11/2024 - 09:19","Svømmehallen på Dombås","Dovre","sissel.owre@dovre.kommune.no","Svømming","✔","rediger","slett"
"24/10/2022 - 13:09","22/11/2024 - 12:00","Orkland kino","Orkland","hakon.hammer@orkland.kommune.no","Kino","✔","rediger","slett"
"02/11/2022 - 13:50","03/07/2025 - 13:51","Vest-Lofoten Klatreklubb","Vestvågøy","vestlofoten.klatreklubb@gmail.com","Klatring","✔","rediger","slett"
"07/11/2022 - 10:06","06/07/2025 - 09:22","Gravdal Bowlingsenter","Vestvågøy","gravdal.bowlingsenter@gmail.com","Bowling","✔","rediger","slett"
"22/11/2022 - 12:36","18/10/2023 - 10:03","Tusten skiheiser","Molde","paal@tusten.no","Snowboard / Alpin","✔","rediger","slett"
"13/02/2023 - 09:50","23/10/2023 - 10:07","Dombås skiheiser","Dovre","Post@trolltun.no","Skitrekk","✔","rediger","slett"
"13/02/2023 - 09:53","12/11/2024 - 09:16","Dombås kino","Dovre","Post@trolltun.no","Kino","✖","rediger","slett"
"27/02/2023 - 14:02","01/03/2023 - 09:18","Skarmoen Alpinpark","Bodø","bjornar.hegreberg@gmail.com","Snowboard / Alpin","✔","rediger","slett"
"01/03/2023 - 15:08","12/09/2024 - 22:00","Stjørdal svømmehall","Stjørdal","John.Fornes@stjordal.kommune.no","Svømmehall","✔","rediger","slett"
"02/03/2023 - 17:02","02/03/2023 - 17:04","Forbord Paintball Park","Stjørdal","paintball@brekken.no","Paintball","✔","rediger","slett"
"08/03/2023 - 12:27","02/09/2024 - 16:24","Norsk Bergverksmuseum","Kongsberg","stu@bvm.no","Museum","✔","rediger","slett"
"14/03/2023 - 13:23","21/11/2024 - 10:40","Jessheimbadet","Ullensaker","tlg@ullensaker.kommune.no","Svømmehall","✔","rediger","slett"
"21/04/2023 - 10:47","21/11/2024 - 11:00","Bølgen bad og aktivitetssenter","Frogn","anita.grondahl@bolgenbad.no","Bading","✔","rediger","slett"
"20/09/2023 - 16:02","21/09/2023 - 16:42","Trondheim Private Musikkskole TPM","Trondheim","kontakt@trondheimmusikkskole.no","Musikkskole","✔","rediger","slett"
"04/10/2023 - 10:43","04/10/2023 - 10:43","Kvik Halden","Halden","haris@kvikhalden.no","Fotball","✔","rediger","slett"
"04/10/2023 - 13:26","04/10/2023 - 13:27","Halden topphåndball","Halden","leder@haldentopp.no","Håndball","✔","rediger","slett"
"13/10/2023 - 13:23","18/11/2024 - 14:12","Sandnes ","Sandnes","Gry.Ostratt.Saedberg@sandnes-kulturhus.no","Kino","✔","rediger","slett"
"17/10/2023 - 10:30","30/04/2025 - 10:43","Lucky Bowl","Bergen","","Bowling","✔","rediger","slett"
"17/10/2023 - 10:34","30/04/2025 - 10:42","Lucky Bowl","Sandnes","","Bowling","✔","rediger","slett"
"17/10/2023 - 10:35","30/04/2025 - 10:23","Lucky Bowl","Stavanger","","Bowling","✔","rediger","slett"
"17/10/2023 - 10:36","30/04/2025 - 10:36","Lucky Bowl","Asker","","Bowling","✔","rediger","slett"
"17/10/2023 - 10:38","30/04/2025 - 10:38","Lucky Bowl","Halden","","Bowling","✔","rediger","slett"
"17/10/2023 - 10:41","30/04/2025 - 10:45","Lucky Bowl","Horten","","Bowling","✔","rediger","slett"
"17/10/2023 - 10:43","30/04/2025 - 10:35","Lucky Bowl","Lørenskog","","Bowling","✔","rediger","slett"
"17/10/2023 - 10:44","30/04/2025 - 10:43","Lucky Bowl","Oslo","","Bowling","✔","rediger","slett"
"17/10/2023 - 10:47","30/04/2025 - 10:38","Lucky Bowl","Kristiansand","","Bowling","✔","rediger","slett"
"17/10/2023 - 15:33","17/10/2023 - 15:40","Førde klatresenter","Sunnfjord kommune","post@fordeklatresenter.no","Klatring","✔","rediger","slett"
"17/10/2023 - 15:39","17/10/2023 - 15:39","Jølster skisenter","Sunnfjord kommune","vegard@jolsterskisenter.no","Skitrekk","✔","rediger","slett"
"18/10/2023 - 10:50","18/10/2023 - 10:57","Tranberghallen svømmehall","Gjøvik","pk@fjellhallen.no","Svømming","✔","rediger","slett"
"18/10/2023 - 10:56","18/10/2023 - 10:56","Gjøvik Hockey","Gjøvik","pk@fjellhallen.no","Ishockey","✔","rediger","slett"
"19/10/2023 - 12:00","19/10/2023 - 12:00","Klatregruppa IL Trio","Kvinnherad","herborg.sjo@il-trio.no","Klatring","✔","rediger","slett"
"23/10/2023 - 13:56","21/11/2024 - 13:12","Klatring på grensen","Halden","randi@klatringpagrensen.no","Klatrepark","✔","rediger","slett"
"26/10/2023 - 09:49","30/10/2023 - 09:20","Gjøvik Kino & Scene","Gjøvik","morten.raddum@gjovik.kommune.no","Kino","✔","rediger","slett"
"26/10/2023 - 11:09","30/10/2023 - 09:23","Via Feratta Haldenkanalen","Halden","inger@viaferratahaldenkanalen.no","Klatrepark","✔","rediger","slett"
"27/10/2023 - 12:24","30/09/2025 - 13:15","Molde Klatresenter","Molde","post@moldeveggen.no","Klatring","✔","rediger","slett"
"30/10/2023 - 11:34","01/10/2025 - 14:34","Bulder lekeland","Arendal","amalie-vt@outlook.com","Lekeland","✔","rediger","slett"
"01/11/2023 - 10:44","21/11/2024 - 13:11","Comet Ishockey Halden","Halden","thorbjorn.danielsen@cometelite.no","Ishockey","✔","rediger","slett"
"06/11/2023 - 12:28","30/09/2025 - 12:57","Vitensenteret innlandet","Gjøvik","post@vitensenteret.no","Vitensenter","✖","rediger","slett"
"06/11/2023 - 12:56","02/09/2024 - 16:22","Fagerfjell skisenter","Kongsberg","skisenter@fagerfjell.no","Skitrekk","✔","rediger","slett"
"07/11/2023 - 07:32","30/09/2025 - 13:14","We Escape","Molde","contact@weescape.no","Escape room","✔","rediger","slett"
"07/11/2023 - 07:53","12/09/2025 - 09:41","Vikersund hoppsenter Zipline","Modum","","Opplevelse","✖","rediger","slett"
"07/11/2023 - 15:11","12/09/2024 - 21:48","Oppsal Basket","Oslo","ylva.axelsen@oppsalbasket.no","Basketball","✖","rediger","slett"
"08/11/2023 - 09:57","20/11/2024 - 11:19","Tønsberg svømmehall","Tønsberg","eli.birkeland@tonsberg.kommune.no","Svømmehall","✔","rediger","slett"
"09/11/2023 - 12:38","06/01/2026 - 14:37","Marikollen Skisenter","Rælingen","info@marikollen.no","Skitrekk","✔","rediger","slett"
"13/11/2023 - 07:43","12/09/2024 - 21:40","DuVerden Sjøfartsmuseum og Vitensenter","Porsgrunn","booking@du-verden.no","Vitensenter","✔","rediger","slett"
"13/11/2023 - 07:58","13/11/2023 - 08:36","Ekeberg Minigolf Park","Oslo","post@minigolf.no","Golf","✔","rediger","slett"
"13/11/2023 - 08:28","21/11/2023 - 08:47","ViteMeir","Sogndal kommune","hbb@vitemeir.no","Vitensenter","✔","rediger","slett"
"14/11/2023 - 15:06","02/01/2024 - 11:35","Andenes svømmehall Andøya","Andøya","sindre.wolf@andoy.kommune.no","Svømmehall","✔","rediger","slett"
"15/11/2023 - 15:20","21/11/2024 - 13:05","Berlevåg kino","Berlevåg","trond.efraimsen@berlevag.kommune.no","Kino","✔","rediger","slett"
"15/11/2023 - 15:34","12/09/2024 - 21:38","The Escape room Tønsberg","Tønsberg","post@theescaperoom.no","Escape room","✔","rediger","slett"
"27/11/2023 - 09:49","27/11/2023 - 09:49","Østgaardskogen Discgolf","Halden","ostgaardskogen@gmail.com","Discgolf","✔","rediger","slett"
"27/11/2023 - 11:55","30/11/2023 - 12:51","Halden Padel","Halden","post@haldenpadel.com","Padel","✔","rediger","slett"
"28/11/2023 - 09:01","05/11/2024 - 09:00","Real Escape Games","Sandnes","post@realescapegame.no","Escape room","✔","rediger","slett"
"28/11/2023 - 13:11","12/09/2024 - 21:32","ØIF Arendal håndball","Arendal","post@oifarendal.no","Håndball","✔","rediger","slett"
"28/11/2023 - 13:15","21/11/2024 - 11:34","Varingskollen alpinsenter","Nittedal","richard.palmgren@varingskollen.no","Skitrekk","✔","rediger","slett"
"29/11/2023 - 13:17","02/09/2024 - 16:21","Golsfjellet Alpinsenter Bualie","Gol","post@bualie.no","Skitrekk","✔","rediger","slett"
"30/11/2023 - 09:49","30/11/2023 - 12:50","Fangene på fortet Stavanger","Stavanger","stavanger@fangenepafortet.no","Aktivitetspark","✔","rediger","slett"
"30/11/2023 - 09:51","30/11/2023 - 12:50","Fangene på fortet Bergen","Bergen","stavanger@fangenepafortet.no","Aktivitetspark","✔","rediger","slett"
"30/11/2023 - 09:53","11/06/2025 - 11:28","Fangene på fortet Oslo","Oslo","stavanger@fangenepafortet.no","Aktivitetspark","✔","rediger","slett"
"30/11/2023 - 09:56","30/11/2023 - 12:50","The Cube Oslo","Oslo","stavanger@fangenepafortet.no","Aktivitetspark","✔","rediger","slett"
"30/11/2023 - 09:58","30/11/2023 - 12:50","The Cube Bergen","Bergen","stavanger@fangenepafortet.no","Aktivitetspark","✔","rediger","slett"
"30/11/2023 - 10:03","30/11/2023 - 12:50","The Cube Stavanger","Stavanger","stavanger@fangenepafortet.no","Aktivitetspark","✔","rediger","slett"
"30/11/2023 - 10:07","30/11/2023 - 12:50","Megazone Oslo","Oslo","stavanger@fangenepafortet.no","Lasertag","✔","rediger","slett"
"30/11/2023 - 10:09","30/11/2023 - 12:50","Megazone Bergen","Bergen","stavanger@fangenepafortet.no","Lasertag","✔","rediger","slett"
"30/11/2023 - 10:38","21/11/2024 - 11:34","Elvetangen svømmehall","Nittedal","oyvind.telle@nittedal.kommune.no","Svømmehall","✔","rediger","slett"
"30/11/2023 - 13:17","21/11/2024 - 13:00","Fjellheisen","Tromsø","ulf@fjellheisen.no","","✖","rediger","slett"
"30/11/2023 - 13:45","11/06/2025 - 11:53","Naturhistorisk museum","Oslo","marianne.strom@nhm.uio.no","Museum","✖","rediger","slett"
"06/12/2023 - 09:19","01/10/2025 - 14:53","Mandal svømmehall","Lindesnes kommune","","Svømmehall","✔","rediger","slett"
"07/12/2023 - 11:01","11/12/2023 - 13:43","Tyin Filefjell Skisenter","Vang","olem.jaegersborg@tyin.no","Skitrekk","✔","rediger","slett"
"07/12/2023 - 11:12","21/11/2024 - 12:58","Finnsnes skiklubb skitrekk","Senja kommune","skiklubben@outlook.com","Skitrekk","✔","rediger","slett"
"11/12/2023 - 13:27","21/03/2024 - 09:41","Vaset skiheiser","Vestre Slidre","olav@vaset.no","Skitrekk","✔","rediger","slett"
"12/12/2023 - 11:10","12/12/2023 - 11:10","Hitrahallen svømmehall","Hitra","jga@hitra.kommune.no","Svømmehall","✔","rediger","slett"
"12/12/2023 - 12:08","20/11/2024 - 11:19","Skyland Tønsberg","Tønsberg","booking@skyland.no","Trampolinepark","✔","rediger","slett"
"12/12/2023 - 15:22","13/12/2023 - 10:20","Toten HK","Toten","leder@totenhk.no","Håndball","✔","rediger","slett"
"13/12/2023 - 08:24","21/11/2024 - 13:05","Lyngseidet skitrekk","Lyngen","magicmountainlodge@gmail.com","Skitrekk","✔","rediger","slett"
"02/04/2024 - 12:30","18/12/2024 - 13:48","Høyt Under Taket Kokstad","Bergen","sofie.vervaet@hoytundertaket.no","Klatring","✔","rediger","slett"
"03/04/2024 - 09:56","08/04/2024 - 09:43","Rana Klatresenter","Rana","post@ranaklatresenter.no","Klatring","✔","rediger","slett"
"05/08/2024 - 12:49","05/08/2024 - 12:49","Matre symjehall","Masfjorden","jhlolsen@hotmail.com","Bading","✔","rediger","slett"
"03/09/2024 - 19:45","11/06/2025 - 14:16","68° NORD BULDREHALL","Narvik","narvikklatreklubb@gmail.com","Klatring","✔","rediger","slett"
"13/09/2024 - 16:42","03/09/2025 - 11:42","KIL Ishockey","Kongsvinger","chirre@kilishockey.no","Ishockey","✔","rediger","slett"
"19/09/2024 - 14:43","11/02/2025 - 15:19","Klatreverket Kristiansand","Kristiansand","kontakt@klatreverketkrs.no","Klatring","✔","rediger","slett"
"01/10/2024 - 15:42","10/06/2025 - 09:38","Narvikfjellet","Narvik","stine@narvikfjellet.no","Snowboard / Alpin","✔","rediger","slett"
"07/10/2024 - 09:17","07/10/2024 - 13:05","Bø kino","Bø","ankri@mt.kommune.no","Kino","✔","rediger","slett"
"17/10/2024 - 13:57","18/10/2024 - 08:51","Sunnfjord skisenter","Sunnfjord kommune","cato.vik@norva24.no","Skitrekk","✔","rediger","slett"
"18/10/2024 - 12:09","18/10/2024 - 12:13","Fjordsafari i Flåm","Aurland","post@fjordsafari.com","Båt","✔","rediger","slett"
"21/10/2024 - 10:32","21/10/2024 - 13:39","Egersund kino","Eigersund","kari.reianes.spangen@eigersund.kommune.no","Kino","✔","rediger","slett"
"12/11/2024 - 12:35","12/11/2024 - 13:00","Halsa svømmehall","Heim","tove.lervik@heim.kommune.no","Svømming","✔","rediger","slett"
"21/11/2024 - 10:17","21/11/2024 - 10:38","Nannestad svømmehall","Nannestad","svommehallen@nannestad.kommune.no","Svømmehall","✔","rediger","slett"
"18/12/2024 - 13:47","18/12/2024 - 13:49","Høyt Under Taket Letohallen","Eidsvoll","olav@hoytlavt.no","Klatring","✔","rediger","slett"
"18/12/2024 - 13:53","18/12/2024 - 14:39","Høyt Under Taket Moss","Moss kommune","olav@hoytlavt.no","Klatring","✔","rediger","slett"
"18/12/2024 - 13:58","18/12/2024 - 13:58","Høyt Under Taket Skien","Skien","olav@hoytlavt.no","Klatring","✔","rediger","slett"
"03/02/2025 - 12:32","06/10/2025 - 09:27","Kolstad håndball","Trondheim","kristine.setting@kolstad-handball.no","Håndball","✖","rediger","slett"
"06/02/2025 - 16:27","07/02/2025 - 15:16","Runar håndball","Sandefjord","jmj@th-stiftelse.no","Håndball","✔","rediger","slett"
"21/02/2025 - 12:45","21/02/2025 - 12:46","Nannestad kulturarena, kino","Nannestad","havard.stamso-ellingsen@nannestad.kommune.no","Kino","✖","rediger","slett"
"04/04/2025 - 12:18","04/04/2025 - 12:19","ParkN Play","Bergen","liz@escalon.no","Minigolf","✔","rediger","slett"
"28/04/2025 - 09:41","30/04/2025 - 10:34","Lucky Bowl","Ålesund","","Bowling","✔","rediger","slett"
"28/04/2025 - 09:52","30/04/2025 - 10:33","Lucky Bowl","Porsgrunn","","Bowling","✔","rediger","slett"
"28/04/2025 - 10:02","30/04/2025 - 10:33","Lucky Bowl","Moss","","Bowling","✔","rediger","slett"
"28/04/2025 - 10:05","30/04/2025 - 10:32","Lucky Bowl","Lillestrøm","","Bowling","✔","rediger","slett"
"28/04/2025 - 10:07","30/04/2025 - 10:27","Lucky Bowl","Ullensaker","","Bowling","✔","rediger","slett"
"28/04/2025 - 10:14","30/04/2025 - 10:25","Lucky Bowl","Haugesund","","Bowling","✔","rediger","slett"
"28/04/2025 - 10:23","30/04/2025 - 10:25","Lucky Bowl","Fredrikstad","","Bowling","✔","rediger","slett"
"28/04/2025 - 10:23","30/04/2025 - 10:41","Lucky Bowl","Time","","Bowling","✔","rediger","slett"
"28/04/2025 - 10:27","30/04/2025 - 10:28","Lucky Bowl","Nordre Follo kommune","","Bowling","✔","rediger","slett"
"28/04/2025 - 10:29","30/04/2025 - 10:23","Lucky Bowl","Kongsberg","","Bowling","✔","rediger","slett"
"12/05/2025 - 14:57","12/05/2025 - 14:57","Escape Haugesund","Haugesund","post@escapehaugesund.no","Escape room","✔","rediger","slett"
